,,,,,,,,
,,,,,,,,
CLICLO,Ponto,BAIRRO,OCORRÊNCIAS,Total,% ,,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,4,"0,10%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,VIDRO - RISCADO,6,"0,15%",,,
2 BI,ABRIGOS,LAPA,VIDRO - RESINA,4,"0,10%",,,
2 BI,ABRIGOS,LAPA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,VIDRO - PICHAÇÃO,4,"0,10%",,,
2 BI,ABRIGOS,LAPA,VIDRO - COLAGEM,49,"1,21%",,,
2 BI,ABRIGOS,LAPA,VIDRO - ANTEPARO AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,LAPA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,TOTEM - PICHAÇÃO,3,"0,07%",,,
2 BI,ABRIGOS,LAPA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,LAPA,TOTEM - COM COLAGEM,8,"0,20%",,,
2 BI,ABRIGOS,LAPA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,PISO - SUJO,18,"0,44%",,,
2 BI,ABRIGOS,LAPA,PISO - PODOTATIL DANIFICADO,7,"0,17%",,,
2 BI,ABRIGOS,LAPA,PISO - PODOTATIL AUSENTE,2,"0,05%",,,
2 BI,ABRIGOS,LAPA,PISO - ENTORNO INADEQUADO,5,"0,12%",,,
2 BI,ABRIGOS,LAPA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ITINERARIO - PICTOGRAMA DANIFICADO,3,"0,07%",,,
2 BI,ABRIGOS,LAPA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ITINERARIO - DANIFICADO PARCIALMENTE,38,"0,94%",,,
2 BI,ABRIGOS,LAPA,ITINERARIO - AUSENTE,14,"0,35%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - SUJO,3,"0,07%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - BANCO QUEBRADO,1,"0,02%",,,
2 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - LUMINÁRIA AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,13,"0,32%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - FIAÇÃO EXPOSTA,5,"0,12%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,LAPA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,3,"0,07%",,,
2 BI,ABRIGOS,LAPA,COBERTURA - SUJA,5,"0,12%",,,
2 BI,ABRIGOS,LAPA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,LAPA,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,VIDRO - QUEBRADO,1,"0,02%",,,
2 BI,ABRIGOS,MORUMBI,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,VIDRO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,VIDRO - ANTEPARO AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,PISO - PODOTATIL DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,MORUMBI,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ITINERARIO - AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,MORUMBI,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,VIDRO - RISCADO,1,"0,02%",,,
2 BI,ABRIGOS,PERDIZES,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,VIDRO - PICHAÇÃO,2,"0,05%",,,
2 BI,ABRIGOS,PERDIZES,VIDRO - COLAGEM,2,"0,05%",,,
2 BI,ABRIGOS,PERDIZES,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - INEXISTENTE/SUPRIMIDO,2,"0,05%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,02%",,,
2 BI,ABRIGOS,PERDIZES,ITINERARIO - AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - LUMINÁRIA ACESA DE DIA,3,"0,07%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,PERDIZES,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,VIDRO - QUEBRADO,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,VIDRO - COLAGEM,3,"0,07%",,,
2 BI,ABRIGOS,PERUS,VIDRO - ANTEPARO AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,TOTEM - INEXISTENTE/SUPRIMIDO,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,TOTEM - INCLINADO/BASE DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PERUS,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,PERUS,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,ITINERARIO - AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,02%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,PERUS,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,PERUS,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,VIDRO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - PICHAÇÃO,3,"0,07%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - INCLINADO/BASE DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - COM COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,PISO - PODOTATIL DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,PISO - PODOTATIL AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ITINERARIO - DANIFICADO PARCIALMENTE,3,"0,07%",,,
2 BI,ABRIGOS,PINHEIROS,ITINERARIO - AUSENTE,5,"0,12%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - SUJO,2,"0,05%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ESTRUTURA ABRIGO - BANCO PICHADO,2,"0,05%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,02%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,PINHEIROS,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,VIDRO - COLAGEM,25,"0,62%",,,
2 BI,ABRIGOS,PIRITUBA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - COM COLAGEM,3,"0,07%",,,
2 BI,ABRIGOS,PIRITUBA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,PISO - PODOTATIL DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,PIRITUBA,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ITINERARIO - DIVERGENTE,1,"0,02%",,,
2 BI,ABRIGOS,PIRITUBA,ITINERARIO - DANIFICADO PARCIALMENTE,7,"0,17%",,,
2 BI,ABRIGOS,PIRITUBA,ITINERARIO - AUSENTE,8,"0,20%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - SUJO,2,"0,05%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - PICHAÇÃO,4,"0,10%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - COLAGEM,4,"0,10%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ESTRUTURA ABRIGO - BANCO PICHADO,8,"0,20%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
