,,,,,,,,
,,,,,,,,
CLICLO,Ponto,BAIRRO,OCORRÊNCIAS,Total,% ,,,
1 BI,TOTENS,ERMELINO MATARAZZO,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,TOTEM - PICHAÇÃO,1,"0,01%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,TOTEM - INCLINADO/BASE DANIFICADA,1,"0,01%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,PISO - SUJO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ITINERARIO - AUSENTE,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,ERMELINO MATARAZZO,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PAINEL - SUJO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - RISCADO,3,"0,03%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - RESINA,5,"0,04%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - PICHAÇÃO,8,"0,07%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - COLAGEM,46,"0,41%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - ANTEPARO AUSENTE,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - PICHAÇÃO,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - COM FERRUGEM,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - COM COLAGEM,9,"0,08%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - SUJO,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - PODOTATIL DANIFICADO,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - ENTORNO INADEQUADO,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ITINERARIO - PICTOGRAMA DANIFICADO,3,"0,03%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ITINERARIO - DANIFICADO PARCIALMENTE,11,"0,10%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ITINERARIO - AUSENTE,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - SUJO,1,"0,01%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - PICHAÇÃO,10,"0,09%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - COLAGEM,6,"0,05%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - BANCO PICHADO,4,"0,04%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,01%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA ACESA DE DIA,3,"0,03%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,COBERTURA - DANIFICADA,1,"0,01%",,,
1 BI,TOTENS,FREGUESIA DO O,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,PAINEL - SUJO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,VIDRO - PICHAÇÃO,1,"0,01%",,,
1 BI,TOTENS,FREGUESIA DO O,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,TOTEM - RISCADO/DANIFICADO,4,"0,04%",,,
1 BI,TOTENS,FREGUESIA DO O,TOTEM - PICHAÇÃO,16,"0,14%",,,
1 BI,TOTENS,FREGUESIA DO O,TOTEM - INCLINADO/BASE DANIFICADA,4,"0,04%",,,
1 BI,TOTENS,FREGUESIA DO O,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,TOTEM - COM COLAGEM,37,"0,33%",,,
1 BI,TOTENS,FREGUESIA DO O,PISO - SUJO,6,"0,05%",,,
1 BI,TOTENS,FREGUESIA DO O,PISO - PODOTATIL DANIFICADO,7,"0,06%",,,
1 BI,TOTENS,FREGUESIA DO O,PISO - PODOTATIL AUSENTE,4,"0,04%",,,
1 BI,TOTENS,FREGUESIA DO O,PISO - ENTORNO INADEQUADO,2,"0,02%",,,
1 BI,TOTENS,FREGUESIA DO O,ITINERARIO - PICTOGRAMA DANIFICADO,24,"0,21%",,,
1 BI,TOTENS,FREGUESIA DO O,ITINERARIO - DANIFICADO PARCIALMENTE,37,"0,33%",,,
1 BI,TOTENS,FREGUESIA DO O,ITINERARIO - AUSENTE,14,"0,12%",,,
1 BI,TOTENS,FREGUESIA DO O,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,FREGUESIA DO O,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PAINEL - SUJO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - COLAGEM,4,"0,04%",,,
1 BI,ABRIGOS,FREGUESIA DO O,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ITINERARIO - DANIFICADO PARCIALMENTE,3,"0,03%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ITINERARIO - AUSENTE,1,"0,01%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - COLAGEM,2,"0,02%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,01%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,01%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,FREGUESIA DO O,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,PAINEL - SUJO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - QUEBRADO,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - COLAGEM,10,"0,09%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - ANTEPARO AUSENTE,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - RISCADO/DANIFICADO,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - COM FERRUGEM,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - COM COLAGEM,3,"0,03%",,,
1 BI,ABRIGOS,GRAJAU,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,PISO - PODOTATIL DANIFICADO,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,PISO - ENTORNO INADEQUADO,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ITINERARIO - DANIFICADO PARCIALMENTE,7,"0,06%",,,
1 BI,ABRIGOS,GRAJAU,ITINERARIO - AUSENTE,12,"0,11%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - COLAGEM,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - BANCO PICHADO,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - CAIXA ENERGIA DANIFICADA,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,COBERTURA - DANIFICADA,1,"0,01%",,,
1 BI,TOTENS,GRAJAU,TOTEM - SUBSTITUIÇÃO ANTIGO,1,"0,01%",,,
1 BI,TOTENS,GRAJAU,PAINEL - SUJO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,GRAJAU,TOTEM - RISCADO/DANIFICADO,1,"0,01%",,,
1 BI,TOTENS,GRAJAU,TOTEM - PICHAÇÃO,6,"0,05%",,,
1 BI,TOTENS,GRAJAU,TOTEM - INCLINADO/BASE DANIFICADA,1,"0,01%",,,
1 BI,TOTENS,GRAJAU,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,GRAJAU,TOTEM - COM COLAGEM,9,"0,08%",,,
1 BI,TOTENS,GRAJAU,PISO - SUJO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,PISO - PODOTATIL DANIFICADO,8,"0,07%",,,
1 BI,TOTENS,GRAJAU,PISO - PODOTATIL AUSENTE,7,"0,06%",,,
1 BI,TOTENS,GRAJAU,PISO - ENTORNO INADEQUADO,2,"0,02%",,,
1 BI,TOTENS,GRAJAU,ITINERARIO - PICTOGRAMA DANIFICADO,3,"0,03%",,,
1 BI,TOTENS,GRAJAU,ITINERARIO - DANIFICADO PARCIALMENTE,56,"0,50%",,,
1 BI,TOTENS,GRAJAU,ITINERARIO - AUSENTE,73,"0,65%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - RESINA,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - QUEBRADO,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - PICHAÇÃO,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - COLAGEM,18,"0,16%",,,
1 BI,ABRIGOS,GRAJAU,VIDRO - ANTEPARO AUSENTE,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,TOTEM - COM COLAGEM,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,PISO - PODOTATIL AUSENTE,3,"0,03%",,,
1 BI,ABRIGOS,GRAJAU,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ITINERARIO - AUSENTE,11,"0,10%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - SUJO,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - COLAGEM,4,"0,04%",,,
1 BI,ABRIGOS,GRAJAU,ESTRUTURA ABRIGO - BANCO PICHADO,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - LUMINÁRIA DANIFICADA,9,"0,08%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - LUMINÁRIA AUSENTE,9,"0,08%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,2,"0,02%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,ELÉTRICA - CAIXA ENERGIA DANIFICADA,1,"0,01%",,,
1 BI,ABRIGOS,GRAJAU,COBERTURA - DANIFICADA,2,"0,02%",,,
1 BI,TOTENS,GRAJAU,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,GRAJAU,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,GRAJAU,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,TOTEM - PICHAÇÃO,2,"0,02%",,,
1 BI,TOTENS,GRAJAU,TOTEM - INCLINADO/BASE DANIFICADA,3,"0,03%",,,
1 BI,TOTENS,GRAJAU,TOTEM - COM FERRUGEM,1,"0,01%",,,
1 BI,TOTENS,GRAJAU,TOTEM - COM COLAGEM,9,"0,08%",,,
1 BI,TOTENS,GRAJAU,PISO - SUJO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,PISO - PODOTATIL DANIFICADO,5,"0,04%",,,
1 BI,TOTENS,GRAJAU,PISO - PODOTATIL AUSENTE,9,"0,08%",,,
1 BI,TOTENS,GRAJAU,PISO - ENTORNO INADEQUADO,8,"0,07%",,,
1 BI,TOTENS,GRAJAU,ITINERARIO - PICTOGRAMA DANIFICADO,10,"0,09%",,,
1 BI,TOTENS,GRAJAU,ITINERARIO - DANIFICADO PARCIALMENTE,17,"0,15%",,,
1 BI,TOTENS,GRAJAU,ITINERARIO - AUSENTE,21,"0,19%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,GRAJAU,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,VIDRO - COLAGEM,1,"0,01%",,,
1 BI,ABRIGOS,GUAIANASES,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,TOTEM - PICHAÇÃO,1,"0,01%",,,
1 BI,ABRIGOS,GUAIANASES,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,PISO - PODOTATIL AUSENTE,1,"0,01%",,,
1 BI,ABRIGOS,GUAIANASES,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,ITINERARIO - PICTOGRAMA DANIFICADO,1,"0,01%",,,
1 BI,ABRIGOS,GUAIANASES,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,ITINERARIO - AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,GUAIANASES,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
