,,,,,,
,,,,,,
,Ponto,FILIAL,BAIRRO,OCORRÊNCIAS,Total,% 
,TOTENS,FILIAL LESTE,AGUA RASA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ITINERARIO  AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  COM COLAGEM,1,"0,06%"
,TOTENS,FILIAL LESTE,AGUA RASA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  INCLINADO/BASE DANIFICADA,1,"0,06%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  PICHAÇÃO,2,"0,12%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,AGUA RASA,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ITINERARIO  AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  COM COLAGEM,3,"0,18%"
,TOTENS,FILIAL LESTE,CARRAO,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,TOTENS,FILIAL LESTE,CARRAO,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  PICHAÇÃO,1,"0,06%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,CARRAO,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ITINERARIO  AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,ITINERARIO  DANIFICADO PARCIALMENTE,1,"0,06%"
,TOTENS,FILIAL LESTE,MOOCA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  COM COLAGEM,3,"0,18%"
,TOTENS,FILIAL LESTE,MOOCA,PISO  PODOTATIL DANIFICADO,3,"0,18%"
,TOTENS,FILIAL LESTE,MOOCA,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  COM FERRUGEM,1,"0,06%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  PICHAÇÃO,2,"0,12%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,MOOCA,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ITINERARIO  AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  COM COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,TOTENS,FILIAL LESTE,SAO MATEUS,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  COM FERRUGEM,1,"0,06%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO MATEUS,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ITINERARIO  AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  COM COLAGEM,6,"0,36%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PISO  PODOTATIL DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  INCLINADO/BASE DANIFICADA,1,"0,06%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAO RAFAEL,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ITINERARIO  AUSENTE,9,"0,54%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ITINERARIO  DANIFICADO PARCIALMENTE,6,"0,36%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,ITINERARIO  PICTOGRAMA DANIFICADO,2,"0,12%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  COM COLAGEM,5,"0,30%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  COM FERRUGEM,2,"0,12%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  PICHAÇÃO,1,"0,06%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,TOTEM  RISCADO/DANIFICADO,1,"0,06%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL LESTE,SAPOPEMBA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
