FILIAL,DATA,SEMANA,ORIGEM,COD. ELERO,PRIMARY KEY,CODIGO SPTRANS,EQUIPAMENTO,OCORRÊNCIA,STATUS,CONCLUIDO,PENDENTE,PORCENTAGEM ATENDIMENTO,DATA DE RESPOSTA,SLA,EQUIP - RESUMO,INDICE,DIAS EM ABERTO
LESTE,09/05/2025,19,COP,A02502,10008719,10008719,CAOS ESTRUTURADO,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1311,
LESTE,09/05/2025,19,LIDIA,A07360,3608991,3608991,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,20/05/2025,,ABRIGO,1312,
SUL,09/05/2025,19,SAC,A04399,690006905,690006905,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1313,
SUL,09/05/2025,19,SAC,T01232,690006900,690006900,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,14/05/2025,,TOTEM,1314,
SUL,09/05/2025,19,SAC,A01562,270016979,270016979,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1315,
SUL,09/05/2025,19,SAC,A01561,270016978,270016978,CAOS ESTRUTURADO,ILUMINAÇÃO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1316,
SUL,09/05/2025,19,COP,T18898,VERIFICAR,4503861,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1317,
SUL,11/05/2025,20,COP,A00945,330017034,330017034,CAOS LEVE,PAINEL DANIFICADO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1318,
LESTE,11/05/2025,20,COP,A02005,800014590,800014590,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1319,
MATRIZ,11/05/2025,20,COP,A07517,19070,19070,BRUTALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,05/06/2025,,ABRIGO,1320,
LESTE,12/05/2025,20,COP,A02773,8709757,8709757,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1321,
LESTE,12/05/2025,20,COP,A02505,10008718,10008718,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1322,
LESTE,12/05/2025,20,COP,A02504,870008714,870008714,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1323,
SUL,12/05/2025,20,COP,A00775,150015549,150015549,CAOS LEVE,PAINEL DANIFICADO,CONCLUIDO,1,0,100%,15/05/2025,,ABRIGO,1324,
MATRIZ,12/05/2025,20,COP,A04878,VERIFICAR,380004219,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,20/05/2025,,ABRIGO,1325,
LESTE,12/05/2025,20,SAC,A05731,320007124,320007124,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,27/05/2025,,ABRIGO,1326,
LESTE,12/05/2025,20,SAC,A08428,320007118,320007118,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1327,
LESTE,12/05/2025,20,SAC,A00189,700013959,700013959,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,16/05/2025,,ABRIGO,1328,
SUL,12/05/2025,20,SAC,T01119,7206894,7206894,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,14/05/2025,,TOTEM,1329,
SUL,12/05/2025,20,SAC,T10617,720015628,720015628,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,14/05/2025,,TOTEM,1330,
LESTE,12/05/2025,20,SAC,A07392,350002358,350002358,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,20/05/2025,,ABRIGO,1331,
MATRIZ,12/05/2025,20,LIDIA,A00416,510001701,510001701,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1332,
LESTE,12/05/2025,20,COP,T13673,VERIFICAR,80014593,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,14/05/2025,,TOTEM,1333,
MATRIZ,12/05/2025,20,COP,A02282,510001615,510001615,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1334,
MATRIZ,13/05/2025,20,COP,T04958,VERIFICAR,30003062,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,21/05/2025,,TOTEM,1335,
LESTE,13/05/2025,20,SAC,T03649,VERIFICAR,40005549,TOTEM,0,CONCLUIDO,1,0,100%,29/05/2025,,TOTEM,1336,
LESTE,13/05/2025,20,SAC,A05509,250005841,250005841,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,11/06/2025,,ABRIGO,1337,
MATRIZ,13/05/2025,20,COP,A02340,710002185,710002185,CAOS LEVE,PAINEL DANIFICADO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1338,
LESTE,13/05/2025,20,COP,T03247,750005477,750005477,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,22/05/2025,,TOTEM,1339,
SUL,13/05/2025,20,SAC,T01285,270011141,270011141,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,14/05/2025,,TOTEM,1340,
MATRIZ,13/05/2025,20,SAC,A08311,410003432,410003432,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1341,
LESTE,13/05/2025,20,SAC,A05518,2514749-1,2514749,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1342,
LESTE,13/05/2025,20,SAC,A05512,250005799-1,250005799,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1343,
LESTE,13/05/2025,20,SAC,A05511,250005842,250005842,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1344,
SUL,13/05/2025,20,SAC,A01157,810011972,810011972,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/05/2025,,ABRIGO,1345,
MATRIZ,14/05/2025,20,SAC,A03125,4114558,4114558,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1346,
SUL,14/05/2025,20,COP,T00937,VERIFICAR,720015648,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,22/05/2025,,TOTEM,1347,
LESTE,14/05/2025,20,SAC,A05564,250005988,250005988,BRUTALISTA LEVE,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1348,
SUL,14/05/2025,20,COP,A04003,VERIFICAR,420013309,BRUTALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,16/06/2025,,ABRIGO,1349,
MATRIZ,14/05/2025,20,COP,T00022,6311344,6311344,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/05/2025,,TOTEM,1350,
SUL,14/05/2025,20,COP,A00836,170011198,170011198,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1351,
MATRIZ,14/05/2025,20,SAC,A08124,640000458,640000458,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1352,
MATRIZ,14/05/2025,20,COP,CRIAR CODIGO,VERIFICAR,840002046,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/06/2025,,TOTEM,1353,
LESTE,14/05/2025,20,SAC,T16103,800008375,800008375,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/05/2025,,TOTEM,1354,
LESTE,14/05/2025,20,SAC,CRIAR CODIGO,VERIFICAR,2514854,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,14/06/2025,,ABRIGO,1355,
LESTE,15/05/2025,20,COP,A05871,350006102,350006102,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1356,
LESTE,15/05/2025,20,COP,A07710,800015931,800015931,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1357,
LESTE,15/05/2025,20,COP,A06505,870012174,870012174,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1358,
LESTE,15/05/2025,20,SAC,A05654,280004697,280004697,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1359,
LESTE,15/05/2025,20,COP,A02501,10008721,10008721,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,16/05/2025,,ABRIGO,1360,
MATRIZ,15/05/2025,20,COP,T09657,610016746,610016746,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/05/2025,,TOTEM,1361,
MATRIZ,15/05/2025,20,SAC,A03100,410003581,410003581,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1362,
MATRIZ,15/05/2025,20,SAC,A08123,640000456,640000456,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1363,
MATRIZ,15/05/2025,20,SAC,A08124,640000458,640000458,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1364,
SUL,15/05/2025,20,SAC,T10272,690006974,690006974,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,21/05/2025,,TOTEM,1365,
SUL,15/05/2025,20,SAC,T12977,270016266,270016266,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,21/05/2025,,TOTEM,1366,
MATRIZ,15/05/2025,20,SAC,A00452,480014745,480014745,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1367,
LESTE,15/05/2025,20,SAC,T12231,9309380,9309380,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,16/05/2025,,TOTEM,1368,
LESTE,15/05/2025,20,SAC,A00191,700013953,700013953,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1369,
SUL,16/05/2025,20,SAC,A08237,370010116,370010116,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1370,
LESTE,16/05/2025,20,COP,A08781,VERIFICAR,470002671,BRUTALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1371,
SUL,16/05/2025,20,SAC,T07432,330010906,330010906,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,TOTEM,1372,
LESTE,16/05/2025,20,SAC,A00506,700016629-1,700016629,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1373,
MATRIZ,16/05/2025,20,COP,A07275,960011368,960011368,CORBUCCI,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/05/2025,,ABRIGO,1374,
SUL,16/05/2025,20,SAC,A07499,6905451,6905451,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1375,
SUL,16/05/2025,20,SAC,A08319,690017088,690017088,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1376,
SUL,16/05/2025,20,SAC,A08348,690017087,690017087,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1377,
LESTE,17/05/2025,20,COP,A05756,3214590,3214590,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1378,
LESTE,17/05/2025,20,COP,A05204,240012637,240012637,BRUTALISTA,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1379,
MATRIZ,17/05/2025,20,COP,T19189,6607611,6607611,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,26/05/2025,,TOTEM,1380,
SUL,17/05/2025,20,COP,A03559,190011833,190011833,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,23/05/2025,,ABRIGO,1381,
MATRIZ,17/05/2025,20,COP,T11333,830003860,830003860,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/05/2025,,TOTEM,1382,
MATRIZ,19/05/2025,21,SAC,A08491,120015820,120015820,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/06/2025,,ABRIGO,1383,
MATRIZ,19/05/2025,21,SAC,A07639,910000812,910000812,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1384,
MATRIZ,19/05/2025,21,OUVIDORIA,A07194,1114340,1114340,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1385,
SUL,19/05/2025,21,SAC,A01754,690006967,690006967,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,21/05/2025,,ABRIGO,1386,
SUL,19/05/2025,21,SAC,A01379,6905433,6905433,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1387,
SUL,19/05/2025,21,SAC,A01501,720010444-1,720010444,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1388,
SUL,20/05/2025,21,SAC,A04447,720011711,720011711,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,16/06/2025,,ABRIGO,1389,
MATRIZ,20/05/2025,21,COP,A08261,6807380,6807380,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,30/05/2025,,ABRIGO,1390,
SUL,20/05/2025,21,SAC,A04436,7206907-1,7206907,CAOS LEVE,COBERTURA ABALROADA,CONCLUIDO,1,0,100%,22/05/2025,,ABRIGO,1391,
LESTE,20/05/2025,21,SAC,A08733,3214583,3214583,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1392,
SUL,20/05/2025,21,SAC,T10528,720011710,720011710,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1393,
SUL,20/05/2025,21,SAC,T10625,720011736,720011736,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1394,
MATRIZ,20/05/2025,21,SAC,A04855,2914568-1,2914568,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/05/2025,,ABRIGO,1395,
MATRIZ,20/05/2025,21,SAC,T16612,4114568,4114568,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/05/2025,,TOTEM,1396,
LESTE,20/05/2025,21,SAC,A07573,2815258,2815258,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1397,
LESTE,20/05/2025,21,SAC,A07573,2815258,2815258,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1398,
SUL,20/05/2025,21,SAC,A01364,270011016,270011016,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1399,
MATRIZ,21/05/2025,21,SAC,T11450,840004263,840004263,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,04/06/2025,,TOTEM,1400,
LESTE,21/05/2025,21,SAC,A07011,10014447,10014447,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1401,
MATRIZ,21/05/2025,21,OUVIDORIA,A01667,490016698,490016698,CAOS ESTRUTURADO,ILUMINAÇÃO,CONCLUIDO,1,0,100%,19/05/2025,,ABRIGO,1402,
LESTE,22/05/2025,21,SAC,A05961,3608965,3608965,MINIMALISTA LEVE,PISO ENTORNO INADEQUADO,CONCLUIDO,1,0,100%,04/06/2025,,ABRIGO,1403,
SUL,22/05/2025,21,SAC,A00915,330016292,330016292,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,11/06/2025,,ABRIGO,1404,
LESTE,22/05/2025,21,OUVIDORIA,A07190,700013968,700013968,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1405,
SUL,22/05/2025,21,SAC,A03930,3014811,3014811,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1406,
MATRIZ,22/05/2025,21,SAC,A03049,390001763-1,390001763,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,04/06/2025,,ABRIGO,1407,
LESTE,22/05/2025,21,SAC,A01740,70016941,70016941,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1408,
MATRIZ,22/05/2025,21,COP,T15323,110003426,110003426,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,16/06/2025,,TOTEM,1409,
LESTE,22/05/2025,21,COP,A05945,360012316-1,360012316,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,24/06/2025,,ABRIGO,1410,
LESTE,22/05/2025,21,COP,A05947,360012317-1,360012317,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,24/06/2025,,ABRIGO,1411,
LESTE,23/05/2025,21,COP,A00172,700013956-1,700013956,CAOS ESTRUTURADO,COBERTURA ABALROADA,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1412,
MATRIZ,23/05/2025,21,SAC,A02377,840000673,840000673,CAOS ESTRUTURADO,SUPRIMIDO,CONCLUIDO,1,0,100%,04/06/2025,,ABRIGO,1413,
SUL,23/05/2025,21,SAC,A01611,920015211,920015211,CAOS ESTRUTURADO,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1414,
MATRIZ,23/05/2025,21,COP,T15667,610016738,610016738,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/06/2025,,TOTEM,1415,
LESTE,23/05/2025,21,SAC,A02511,740006730,740006730,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1416,
MATRIZ,23/05/2025,21,SAC,A02385,880002038,880002038,CAOS ESTRUTURADO,ILUMINAÇÃO,CONCLUIDO,1,0,100%,04/06/2025,,ABRIGO,1417,
SUL,23/05/2025,21,SAC,A01568,790016972,790016972,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1418,
SUL,23/05/2025,21,SAC,A04399,690006905,690006905,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,ABRIGO,1419,
SUL,23/05/2025,21,SAC,T00603,6902191,6902191,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1420,
LESTE,26/05/2025,22,COP,T18973,3515427,3515427,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1421,
LESTE,26/05/2025,22,COP,T18972,3515428,3515428,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1422,
SUL,26/05/2025,22,SAC,T01254,VERIFICAR,270016099,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1423,
LESTE,26/05/2025,22,SAC,T02883,820012541,820012541,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,28/05/2025,,TOTEM,1424,
MATRIZ,26/05/2025,22,SAC,A02406,910001877,910001877,BRUTALISTA,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1425,
MATRIZ,26/05/2025,22,SAC,A02413,910001878,910001878,BRUTALISTA,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1426,
MATRIZ,26/05/2025,22,SAC,A02417,910001880-1,910001880,BRUTALISTA,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1427,
MATRIZ,26/05/2025,22,SAC,A02419,910001881,910001881,BRUTALISTA,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1428,
LESTE,26/05/2025,22,SAC,A01750,910800-1,910800,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1429,
LESTE,26/05/2025,22,SAC,A01746,7014505-1,7014505,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1430,
MATRIZ,26/05/2025,22,SAC,A00202,1211371,1211371,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,04/06/2025,,ABRIGO,1431,
LESTE,26/05/2025,22,SAC,A04674,700016476,700016476,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,26/05/2025,,ABRIGO,1432,
MATRIZ,26/05/2025,22,SAC,T13549,VERIFICAR,8313597,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,29/05/2025,,TOTEM,1433,
LESTE,26/05/2025,22,COP,T18188,VERIFICAR,7704135,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,05/06/2025,,TOTEM,1434,
MATRIZ,26/05/2025,22,SAC,A08365,640000459,640000459,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,12/06/2025,,ABRIGO,1435,
MATRIZ,26/05/2025,22,SAC,A08494,640000131,640000131,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1436,
SUL,26/05/2025,22,SAC,A04538,810009964-1,810009964,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1437,
SUL,26/05/2025,22,SAC,CRIAR CODIGO,VERIFICAR,6902056,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1438,
LESTE,26/05/2025,22,COP,T16227,VERIFICAR,350002758,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,27/05/2025,,TOTEM,1439,
LESTE,26/05/2025,22,MUCE,A07731,950014190-1,950014190,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,27/05/2025,,ABRIGO,1440,
LESTE,26/05/2025,22,MUCE,T03994,950014189,950014189,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,27/05/2025,,TOTEM,1441,
MATRIZ,26/05/2025,22,MUCE,T12960,1114305,1114305,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,29/05/2025,,TOTEM,1442,
MATRIZ,26/05/2025,22,MUCE,T17702,1114304,1114304,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,29/05/2025,,TOTEM,1443,
SUL,26/05/2025,22,SAC,A04541,810009963-1,810009963,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1444,
SUL,27/05/2025,22,SAC,T01298,VERIFICAR,370010252,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,05/06/2025,,TOTEM,1445,
SUL,27/05/2025,22,COP,A03697,VERIFICAR,220013724,MINIMALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,18/06/2025,,ABRIGO,1446,
LESTE,27/05/2025,22,SAC,A05799,860012124,860012124,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1447,
LESTE,27/05/2025,22,SAC,T19396,860002762,860002762,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,TOTEM,1448,
LESTE,27/05/2025,22,SAC,T16768,8210170,8210170,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,TOTEM,1449,
MATRIZ,27/05/2025,22,SAC,A03279,660010600,660010600,BRUTALISTA LEVE,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,24/06/2025,,ABRIGO,1450,
MATRIZ,27/05/2025,22,SAC,A03038,660017173,660017173,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1451,
MATRIZ,27/05/2025,22,SAC,A02349,710002066,710002066,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/06/2025,,ABRIGO,1452,
SUL,27/05/2025,22,SAC,T01170,690006907,690006907,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,09/06/2025,,TOTEM,1453,
SUL,28/05/2025,22,COP,T19105,690006869,690006869,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,30/05/2025,,TOTEM,1454,
SUL,28/05/2025,22,COP,A07595,VERIFICAR,300009498,BRUTALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,23/06/2025,,ABRIGO,1455,
LESTE,28/05/2025,22,SAC,A05346,180005285,180005285,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,29/05/2025,,ABRIGO,1456,
LESTE,28/05/2025,22,SAC,T07279,VERIFICAR,320012264,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,17/06/2025,,TOTEM,1457,
MATRIZ,28/05/2025,22,SAC,A05049,VERIFICAR,830004400,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1458,
MATRIZ,28/05/2025,22,SAC,A03267,660010583,660010583,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1459,
SUL,28/05/2025,22,COP,A04436,7206907-1,7206907,CAOS LEVE,COBERTURA ABALROADA,CONCLUIDO,1,0,100%,10/06/2025,,ABRIGO,1460,
SUL,28/05/2025,22,SAC,A00914,330016291,330016291,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/06/2025,,ABRIGO,1461,
MATRIZ,28/05/2025,22,SAC,A02974,340015324,340015324,CORBUCCI,PAINEL DANIFICADO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1462,
SUL,28/05/2025,22,SAC,T01232,690006900,690006900,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,06/06/2025,,TOTEM,1463,
SUL,28/05/2025,22,SAC,T01069,690006903,690006903,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,06/06/2025,,TOTEM,1464,
MATRIZ,28/05/2025,22,COP,A04734,130001508,130001508,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,09/06/2025,,ABRIGO,1465,
MATRIZ,28/05/2025,22,COP,T02198,VERIFICAR,130001507,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,09/06/2025,,TOTEM,1466,
