OFS,ELT,N ELETRO,REGIÃO,BAIRRO,ENDEREÇO,EQUIPAMENTO,LATITUDE,LONGITUDE,FILIAL,OCORRÊNCIAS,TIPO DE OCORRÊNCIAS,MANUTENÇÃO,STATUS,%
967684,20182281,T01812,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 318",TOTEM MARROM,-2.358.211,-46.623.364,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
967689,20182284,T01813,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 357",TOTEM MARROM,-23.582.013,-46.623.025,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
967689,20182284,T01813,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 357",TOTEM MARROM,-23.582.013,-46.623.025,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
967699,20182288,T01814,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 608",TOTEM MARROM,-23.582.524,-4.662.094,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
967699,20182288,T01814,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 608",TOTEM MARROM,-23.582.524,-4.662.094,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
967699,20182288,T01814,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 608",TOTEM MARROM,-23.582.524,-4.662.094,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
967703,20182292,T01815,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 772",TOTEM MARROM,-23.583.621,-46.619.989,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
967709,20182298,T12064,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 1082",TOTEM MARROM,-23.585.582,-46.619.596,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
967714,20182304,T12065,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 1067",TOTEM MARROM,-23.585.552,-46.619.811,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
967719,20182309,T01754,SUL,VILA MARIANA,"RUA CLAUDIO ROSSI, 749",TOTEM MARROM,-23.583.396,-46.620.156,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969293,20183605,T12052,SUL,VILA MARIANA,"RUA ABILIO SOARES, 775",TOTEM MARROM,-23.575.899,-46.648.732,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969304,20183610,T00780,SUL,VILA MARIANA,"RUA ABILIO SOARES, 503",TOTEM MARROM,-23.574.929,-4.664.644,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969304,20183610,T00780,SUL,VILA MARIANA,"RUA ABILIO SOARES, 503",TOTEM MARROM,-23.574.929,-4.664.644,FILIAL SUL,Totem,Inclinado/Base Danificada,Corretiva,1,0%
969310,20183613,T01789,SUL,VILA MARIANA,"RUA ABILIO SOARES, 269",TOTEM MARROM,-23.574.096,-46.644.253,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969317,20183618,T15780,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 168",TOTEM MARROM,-23.578.785,-46.640.986,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
969317,20183618,T15780,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 168",TOTEM MARROM,-23.578.785,-46.640.986,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969317,20183618,T15780,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 168",TOTEM MARROM,-23.578.785,-46.640.986,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969332,20183622,T12079,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 810",TOTEM MARROM,-2.358.368,-46.637.798,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969340,20183624,T15684,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 1130",TOTEM MARROM,-2.358.627,-46.636.263,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
969340,20183624,T15684,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 1130",TOTEM MARROM,-2.358.627,-46.636.263,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969340,20183624,T15684,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 1130",TOTEM MARROM,-2.358.627,-46.636.263,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969345,20183626,T15438,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 1164",TOTEM MARROM,-23.586.847,-46.635.799,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969362,20183636,T12072,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 1494",TOTEM MARROM,-23.589.293,-4.663.526,FILIAL SUL,Piso,Podotatil Ausente,Preventiva,1,0%
969380,20183649,A01651,SUL,VILA MARIANA,"RUA SENA MADUREIRA (RUA CAP MACEDO), 442",CAOS ESTRUTURADO,-23.593.596,-46.640.456,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969380,20183649,A01651,SUL,VILA MARIANA,"RUA SENA MADUREIRA (RUA CAP MACEDO), 442",CAOS ESTRUTURADO,-23.593.596,-46.640.456,FILIAL SUL,Cobertura,Suja,Preventiva,1,0%
969398,20183659,A01617,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS , 2012",CAOS ESTRUTURADO,-23.593.781,-4.663.669,FILIAL SUL,Estrutura Abrigo,Banco Quebrado,Corretiva,1,0%
969398,20183659,A01617,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS , 2012",CAOS ESTRUTURADO,-23.593.781,-4.663.669,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969398,20183659,A01617,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS , 2012",CAOS ESTRUTURADO,-23.593.781,-4.663.669,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969398,20183659,A01617,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS , 2012",CAOS ESTRUTURADO,-23.593.781,-4.663.669,FILIAL SUL,Totem,Pichação,Preventiva,1,0%
969398,20183659,A01617,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS , 2012",CAOS ESTRUTURADO,-23.593.781,-4.663.669,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969424,20183671,A08892,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 2444",CAOS LEVE,-23.598.317,-46.636.797,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
969424,20183671,A08892,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 2444",CAOS LEVE,-23.598.317,-46.636.797,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969424,20183671,A08892,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 2444",CAOS LEVE,-23.598.317,-46.636.797,FILIAL SUL,Totem,Pichação,Preventiva,1,0%
969424,20183671,A08892,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 2444",CAOS LEVE,-23.598.317,-46.636.797,FILIAL SUL,Vidro,Colagem,Preventiva,1,0%
969431,20183674,A08893,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 2444",CAOS LEVE,-23.598.317,-46.636.797,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969431,20183674,A08893,SUL,VILA MARIANA,"RUA DOMINGOS DE MORAIS, 2444",CAOS LEVE,-23.598.317,-46.636.797,FILIAL SUL,Vidro,Colagem,Preventiva,1,0%
969433,20183675,A01636,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO, 39",CAOS LEVE,-23.598.504,-46.636.877,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969433,20183675,A01636,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO, 39",CAOS LEVE,-23.598.504,-46.636.877,FILIAL SUL,Cobertura,Suja,Preventiva,1,0%
969436,20183677,A01637,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO, 39",CAOS LEVE,-23.598.504,-46.636.877,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969436,20183677,A01637,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO, 39",CAOS LEVE,-23.598.504,-46.636.877,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969444,20183685,T11161,SUL,SAUDE,"RUA DOMINGOS DE MORAIS, 2800",TOTEM MARROM,-23.600.893,-46.636.837,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969444,20183685,T11161,SUL,SAUDE,"RUA DOMINGOS DE MORAIS, 2800",TOTEM MARROM,-23.600.893,-46.636.837,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
969455,20183693,A01647,SUL,VILA MARIANA,"RUA SANTA CRUZ, 96",CAOS ESTRUTURADO,-23.597.011,-466.356,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969455,20183693,A01647,SUL,VILA MARIANA,"RUA SANTA CRUZ, 96",CAOS ESTRUTURADO,-23.597.011,-466.356,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
969455,20183693,A01647,SUL,VILA MARIANA,"RUA SANTA CRUZ, 96",CAOS ESTRUTURADO,-23.597.011,-466.356,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969455,20183693,A01647,SUL,VILA MARIANA,"RUA SANTA CRUZ, 96",CAOS ESTRUTURADO,-23.597.011,-466.356,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969467,20183701,A01675,SUL,VILA MARIANA,"RUA VERGUEIRO, 4210",CAOS LEVE,-2.359.497,-46.627.221,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969467,20183701,A01675,SUL,VILA MARIANA,"RUA VERGUEIRO, 4210",CAOS LEVE,-2.359.497,-46.627.221,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969470,20183705,A01678,SUL,VILA MARIANA,"RUA VERGUEIRO, 4600",CAOS ESTRUTURADO,-2.359.463,-46.623.287,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969470,20183705,A01678,SUL,VILA MARIANA,"RUA VERGUEIRO, 4600",CAOS ESTRUTURADO,-2.359.463,-46.623.287,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969470,20183705,A01678,SUL,VILA MARIANA,"RUA VERGUEIRO, 4600",CAOS ESTRUTURADO,-2.359.463,-46.623.287,FILIAL SUL,Totem,Danificado,Corretiva,1,0%
969479,20183716,A08852,SUL,VILA MARIANA,"RUA VERGUEIRO, OP 4710",CAOS LEVE,-23.593.982,-46.622.822,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969491,20183725,A01677,SUL,VILA MARIANA,"RUA VERGUEIRO (RUA PAULO FIGUEIREDO ), OP 4518",CAOS LEVE,-2.359.501,-46.623.815,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969491,20183725,A01677,SUL,VILA MARIANA,"RUA VERGUEIRO (RUA PAULO FIGUEIREDO ), OP 4518",CAOS LEVE,-2.359.501,-46.623.815,FILIAL SUL,Cobertura,Suja,Preventiva,1,0%
969496,20183729,A01676,SUL,VILA MARIANA,"RUA VERGUEIRO (RUA ITÁPRIAS - PRÓX. HOSPITAL SEPACO), 4241",CAOS LEVE,-23.595.009,-46.626.897,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969496,20183729,A01676,SUL,VILA MARIANA,"RUA VERGUEIRO (RUA ITÁPRIAS - PRÓX. HOSPITAL SEPACO), 4241",CAOS LEVE,-23.595.009,-46.626.897,FILIAL SUL,Vidro,Pichação,Preventiva,1,0%
969501,20183734,A01661,SUL,VILA MARIANA,"RUA VERGUEIRO (METRO CHACALA KLABIN, 3799",CAOS ESTRUTURADO,-23.592.595,-46.630.518,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969514,20183743,A01674,SUL,VILA MARIANA,"RUA VERGUEIRO, 2575",CAOS ESTRUTURADO,-23.584.108,-46.636.463,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
969514,20183743,A01674,SUL,VILA MARIANA,"RUA VERGUEIRO, 2575",CAOS ESTRUTURADO,-23.584.108,-46.636.463,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969514,20183743,A01674,SUL,VILA MARIANA,"RUA VERGUEIRO, 2575",CAOS ESTRUTURADO,-23.584.108,-46.636.463,FILIAL SUL,Vidro,Pichação,Preventiva,1,0%
969514,20183743,A01674,SUL,VILA MARIANA,"RUA VERGUEIRO, 2575",CAOS ESTRUTURADO,-23.584.108,-46.636.463,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969514,20183743,A01674,SUL,VILA MARIANA,"RUA VERGUEIRO, 2575",CAOS ESTRUTURADO,-23.584.108,-46.636.463,FILIAL SUL,Vidro,Colagem,Preventiva,1,0%
969528,20183752,A01672,SUL,VILA MARIANA,"RUA VERGUEIRO, 2229",CAOS LEVE,-23.581.485,-46.638.141,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969528,20183752,A01672,SUL,VILA MARIANA,"RUA VERGUEIRO, 2229",CAOS LEVE,-23.581.485,-46.638.141,FILIAL SUL,Vidro,Colagem,Preventiva,1,0%
969551,20183769,A01669,SUL,VILA MARIANA,"RUA VERGUEIRO , 1855",CAOS LEVE,-23.578.514,-46.640.091,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969551,20183769,A01669,SUL,VILA MARIANA,"RUA VERGUEIRO , 1855",CAOS LEVE,-23.578.514,-46.640.091,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969551,20183769,A01669,SUL,VILA MARIANA,"RUA VERGUEIRO , 1855",CAOS LEVE,-23.578.514,-46.640.091,FILIAL SUL,Vidro,Colagem,Preventiva,1,0%
969568,20183777,A01664,CENTRO,LIBERDADE,"RUA VERGUEIRO , 685",CAOS LEVE,-2.356.806,-46.640.007,FILIAL LESTE,Itinerario,Ausente,Preventiva,1,0%
969568,20183777,A01664,CENTRO,LIBERDADE,"RUA VERGUEIRO , 685",CAOS LEVE,-2.356.806,-46.640.007,FILIAL LESTE,Piso,Podotatil Danificado,Corretiva,1,0%
969568,20183777,A01664,CENTRO,LIBERDADE,"RUA VERGUEIRO , 685",CAOS LEVE,-2.356.806,-46.640.007,FILIAL LESTE,Totem,Pichação,Preventiva,1,0%
969568,20183777,A01664,CENTRO,LIBERDADE,"RUA VERGUEIRO , 685",CAOS LEVE,-2.356.806,-46.640.007,FILIAL LESTE,Vidro,Colagem,Preventiva,1,0%
969577,20183782,A01662,SUL,VILA MARIANA,"RUA VERGUEIRO (OPOSTO METRO PARAISO (C/B), 1476",CAOS LEVE,-23.575.029,-4.664.075,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969590,20183789,A08855,SUL,VILA MARIANA,"RUA VERGUEIRO, 1900",CAOS LEVE,-23.579.155,-46.639.965,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
969590,20183789,A08855,SUL,VILA MARIANA,"RUA VERGUEIRO, 1900",CAOS LEVE,-23.579.155,-46.639.965,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969602,20183795,A01670,SUL,VILA MARIANA,"RUA VERGUEIRO, 2060",CAOS LEVE,-23.580.609,-4.663.905,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969602,20183795,A01670,SUL,VILA MARIANA,"RUA VERGUEIRO, 2060",CAOS LEVE,-23.580.609,-4.663.905,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969606,20183797,A01671,SUL,VILA MARIANA,"RUA VERGUEIRO, 2060",CAOS LEVE,-23.580.609,-4.663.905,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969606,20183797,A01671,SUL,VILA MARIANA,"RUA VERGUEIRO, 2060",CAOS LEVE,-23.580.609,-4.663.905,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969623,20183805,A01673,SUL,VILA MARIANA,"RUA VERGUEIRO, 2418",CAOS LEVE,-23.582.804,-46.637.638,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969623,20183805,A01673,SUL,VILA MARIANA,"RUA VERGUEIRO, 2418",CAOS LEVE,-23.582.804,-46.637.638,FILIAL SUL,Cobertura,Suja,Preventiva,1,0%
969623,20183805,A01673,SUL,VILA MARIANA,"RUA VERGUEIRO, 2418",CAOS LEVE,-23.582.804,-46.637.638,FILIAL SUL,Vidro,Colagem,Preventiva,1,0%
969654,20183838,T00623,SUL,VILA MARIANA,"RUA VERGUEIRO (OPOSTO METRO PARAISO (C/B), 2850",TOTEM MARROM,-23.585.768,-46.635.893,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969669,20183852,A01601,SUL,VILA MARIANA,"AVENIDA PROFESSOR NOE AZEVEDO, 208",CAOS LEVE,-23.588.925,-46.634.769,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969674,20183857,T15815,SUL,VILA MARIANA,"RUA SENA MADUREIRA, 70",TOTEM MARROM,-23.592.448,-46.636.993,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969688,20183864,A01653,SUL,VILA MARIANA,"RUA SENA MADUREIRA (PRACA KENICHI NAKAGAWA ), OP 1225",CAOS LEVE,-23.592.948,-46.647.098,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
969688,20183864,A01653,SUL,VILA MARIANA,"RUA SENA MADUREIRA (PRACA KENICHI NAKAGAWA ), OP 1225",CAOS LEVE,-23.592.948,-46.647.098,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969688,20183864,A01653,SUL,VILA MARIANA,"RUA SENA MADUREIRA (PRACA KENICHI NAKAGAWA ), OP 1225",CAOS LEVE,-23.592.948,-46.647.098,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
969688,20183864,A01653,SUL,VILA MARIANA,"RUA SENA MADUREIRA (PRACA KENICHI NAKAGAWA ), OP 1225",CAOS LEVE,-23.592.948,-46.647.098,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969697,20183871,A01236,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (ANTIGO DETRAN), 1301",CAOS LEVE,-23.588.715,-46.651.727,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969704,20183875,A01237,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (ANTIGO DETRAN), 1301",CAOS LEVE,-23.588.715,-46.651.727,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969704,20183875,A01237,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (ANTIGO DETRAN), 1301",CAOS LEVE,-23.588.715,-46.651.727,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969709,20183880,A01241,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (BANDEIRANTES RUGBY CLUB), SN",CAOS LEVE,-23.587.786,-46.652.159,FILIAL SUL,Estrutura Abrigo,Spider,Corretiva,1,0%
969709,20183880,A01241,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (BANDEIRANTES RUGBY CLUB), SN",CAOS LEVE,-23.587.786,-46.652.159,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969709,20183880,A01241,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (BANDEIRANTES RUGBY CLUB), SN",CAOS LEVE,-23.587.786,-46.652.159,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969714,20183884,A01242,SUL,MOEMA,"AVENIDA PEDRO ALVARES CABRAL (BANDEIRANTES RUGBY CLUB), SN",CAOS LEVE,-23.587.786,-46.652.159,FILIAL SUL,Painel,Pichação,Preventiva,1,0%
969845,20183988,A01608,SUL,VILA MARIANA,"RUA BORGES LAGOA (RUA JOSÉ DE MAGALHÃES ), 1317",CAOS ESTRUTURADO,-23.596.571,-46.649.327,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969845,20183988,A01608,SUL,VILA MARIANA,"RUA BORGES LAGOA (RUA JOSÉ DE MAGALHÃES ), 1317",CAOS ESTRUTURADO,-23.596.571,-46.649.327,FILIAL SUL,Vidro,Pichação,Preventiva,1,0%
969845,20183988,A01608,SUL,VILA MARIANA,"RUA BORGES LAGOA (RUA JOSÉ DE MAGALHÃES ), 1317",CAOS ESTRUTURADO,-23.596.571,-46.649.327,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969850,20183993,A01607,SUL,VILA MARIANA,"RUA BORGES LAGOA, 897",CAOS ESTRUTURADO,-23.596.896,-46.645.499,FILIAL SUL,Painel,Pichação,Preventiva,1,0%
969853,20183998,T14476,SUL,VILA MARIANA,"RUA BOTUCATU, 482",TOTEM MARROM,-23.595.738,-46.642.504,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969858,20184004,A07393,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,Piso,Podotatil Danificado,Corretiva,1,0%
969871,20184011,A01638,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO (RUA MACHADO BITENCOURT), 179",CAOS ESTRUTURADO,-23.598.528,-46.638.574,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969871,20184011,A01638,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO (RUA MACHADO BITENCOURT), 179",CAOS ESTRUTURADO,-23.598.528,-46.638.574,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
969871,20184011,A01638,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO (RUA MACHADO BITENCOURT), 179",CAOS ESTRUTURADO,-23.598.528,-46.638.574,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969875,20184017,A01657,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 236",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Estrutura Abrigo,Pichação,Preventiva,1,0%
969875,20184017,A01657,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 236",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
969875,20184017,A01657,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 236",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969882,20184023,A01658,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 236",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Vidro,Pichação,Preventiva,1,0%
969894,20184054,A01656,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 236",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969896,20184056,A01654,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 216",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969899,20184059,A01655,SUL,VILA MARIANA,"RUA TENENTE GOMES RIBEIRO, OP 216",CAOS LEVE,-23.599.356,-46.637.548,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969934,20184072,A01631,SUL,SAUDE,"RUA LOEFGREEN (RUA BOTUCATU), OP 1765",CAOS ESTRUTURADO,-23.599.620,-46.642.666,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
969934,20184072,A01631,SUL,SAUDE,"RUA LOEFGREEN (RUA BOTUCATU), OP 1765",CAOS ESTRUTURADO,-23.599.620,-46.642.666,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969942,20184078,A01632,SUL,SAUDE,"RUA LOEFGREEN, 1974",CAOS ESTRUTURADO,-23.599.461,-46.644.748,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969942,20184078,A01632,SUL,SAUDE,"RUA LOEFGREEN, 1974",CAOS ESTRUTURADO,-23.599.461,-46.644.748,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969947,20184081,A01633,SUL,VILA MARIANA,"RUA LOEFGREEN (RUA LEANDRO DUPRET ), 2152",CAOS ESTRUTURADO,-23.599.302,-46.646.582,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969953,20184087,A01639,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO (RUA MARSELHESA), 519",CAOS ESTRUTURADO,-23.598.522,-46.641.672,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
969958,20184090,A01640,SUL,VILA MARIANA,"RUA PEDRO DE TOLEDO (RUA MARSELHESA), 520",CAOS ESTRUTURADO,-23.598.431,-46.641.698,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
969969,20184101,A01648,SUL,VILA MARIANA,"RUA SANTA CRUZ, 398",CAOS LEVE,-23.596.923,-46.633.186,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
969969,20184101,A01648,SUL,VILA MARIANA,"RUA SANTA CRUZ, 398",CAOS LEVE,-23.596.923,-46.633.186,FILIAL SUL,Vidro,Resina,Corretiva,1,0%
969969,20184101,A01648,SUL,VILA MARIANA,"RUA SANTA CRUZ, 398",CAOS LEVE,-23.596.923,-46.633.186,FILIAL SUL,Vidro,Riscado,Preventiva,1,0%
969974,20184105,T00619,SUL,VILA MARIANA,"RUA SANTA CRUZ, 622",TOTEM MARROM,-23.597.154,-46.630.522,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969981,20184110,T12114,SUL,VILA MARIANA,"RUA SANTA CRUZ, 968",TOTEM MARROM,-23.597.592,-46.627.204,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
969981,20184110,T12114,SUL,VILA MARIANA,"RUA SANTA CRUZ, 968",TOTEM MARROM,-23.597.592,-46.627.204,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
970084,20184175,A01644,SUL,MOEMA,"RUA PEDRO DE TOLEDO (HSPE), 1700",CAOS LEVE,-23.597.452,-46.653.396,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
970115,20184196,A01630,SUL,VILA MARIANA,"RUA LOEFGREEN, OP 1057",CAOS ESTRUTURADO,-23.599.648,-46.636.038,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
970115,20184196,A01630,SUL,VILA MARIANA,"RUA LOEFGREEN, OP 1057",CAOS ESTRUTURADO,-23.599.648,-46.636.038,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
970119,20184199,A01605,SUL,VILA MARIANA,"RUA BORGES LAGOA (RUA TEN GOMES RIBEIRO ), OP 125",CAOS ESTRUTURADO,-23.597.243,-46.637.914,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
970141,20184210,A01611,SUL,VILA MARIANA,"RUA BOTUCATU (RUA DRº DIOGO DE FARIA), OP 537",CAOS ESTRUTURADO,-23.596.175,-4.664.251,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
970147,20184215,T12113,SUL,VILA MARIANA,"RUA SANTA CRUZ, 669",TOTEM MARROM,-23.597.128,-46.630.093,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
970147,20184215,T12113,SUL,VILA MARIANA,"RUA SANTA CRUZ, 669",TOTEM MARROM,-23.597.128,-46.630.093,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
